ImageID,Labels,Caption
14300.jpg,1,Adults playing with frisbees in a verant park.
15523.jpg,1,A young boy holding a Wii game controller in front of a TV.
14270.jpg,1,A old clock and sculptures of people in blue outfits.
12327.jpg,1,A woman that is sitting on the back of an elephant.
11546.jpg,1,A boy swinging a bat at a baseball game.
15639.jpg,1,a table with chairs under an open umbrella
15042.jpg,1 19,A horse is adorned with ribbons in its mane.
14208.jpg,1,Two men having a hand shake on a tennis court.
2468.jpg,1,A man laying in bed holding a book open.
29164.jpg,1,A couple of women playing a game with remote controllers.
16654.jpg,3 7,A small orange train traveling down tracks near a station.
20954.jpg,1 15,"A batter, catcher and umpire during a baseball game."
11757.jpg,1 2 9,A woman walking her bike next to old boats.
13869.jpg,1,A man is walking on the beach with a surfboard.
16998.jpg,1,a person jumping a skate board in the air
9583.jpg,1,a young boy poses in front of a picture of a pepperoni pizza with a thick crust
6696.jpg,1 3,Some people playing with a disc in a grassy field.
20700.jpg,1 3,A person on field with a white frisbee in the air.
3180.jpg,1 3,A group of young men smiles at the camera near a bus stop.
15089.jpg,1 15,A man holding a baseball bat over his shoulder in front of a crowd.
17806.jpg,1,A little boy sitting on top of a brown couch next to a remote control.
8275.jpg,1,Woman sitting in a dark room on a couch using a McIntosh computer
9065.jpg,1 3,a small child wearing snowboarding gear standing on snow
11030.jpg,1,a man wearing a hat doing a skateboard trick
27999.jpg,1,Happy young lady seated next to elderly woman possessing a huge cake.
4557.jpg,1 18,A refrigerator covered in pictures and stickers in a kitchen.
7812.jpg,1,A lady smiling and holding out a cell phone.
12839.jpg,8 1 19,Two horses stand side by side in a trailer.
6297.jpg,13,a pole with a stop sign and a street sign
29778.jpg,1,"A group of people at a restaurant with dining tables, vases and glasses on top"
25697.jpg,17,A small kitten sits on the rim of a toilet seat.
14534.jpg,8 1 3 4,Several motorcycles are parked on the side of a road.
29543.jpg,1,A group of people snowboarding and skiing down a snow covered slope.
1132.jpg,1,A group of young people standing at the top of some steps.
10642.jpg,17,A cat sitting on one side of a suitcase while clothes are on the other side.
10521.jpg,9,A sail boat sailing across a lake beneath a tall mountain.
22626.jpg,3,Two suitcases leaning against a tree on a sidewalk.
27195.jpg,9 5,A long bridge over a large body of water.
28737.jpg,1,A man flying through the air while riding a skateboard.
2871.jpg,1 3 7,Vintage cars with their hoods propped open at a car show
23807.jpg,1,A woman water skiing on top of a large body of water.
12996.jpg,1 3 6 14,A street scene with cars and an city bus.
19164.jpg,1,A little girl flying a kite on a grass covered field.
1772.jpg,1,A factory floor with people wearing business attire exchanging cards.
10593.jpg,18,A big black dog laying on a bed with white covers.
21904.jpg,13,There is nothing different about this stop sign.
1913.jpg,1,A group of people playing a game on TV monitor with a guitar next to it.
14212.jpg,1 15,A man sitting on a bench with a hat and newspaper.
25992.jpg,10,"Night scene, time exposure showing streaking lights of vehicles."
9256.jpg,1 15,A man playing baseball hit a line drive to third.
20170.jpg,1,A couple eating hamburgers and hotdogs at a pool party
12602.jpg,7,Two trains traveling side by side down the tracks
27479.jpg,1,A woman with a toaster oven and lilacs.
14188.jpg,1,A man holding a whisk and a Nintendo Wii controller.
24729.jpg,1 4,the woman with the umbrella is using her phone.
15417.jpg,1,A group of people in a house playing wii
18545.jpg,7,A train crossing a bridge over a body of water.
19392.jpg,1,A small kid standing in a field with a Frisbee.
1105.jpg,2 14,A parking meter sitting under a solar panel.
25788.jpg,1,Three doughnuts arranged on two plates on a table.
17076.jpg,1,A tall clock is in front of a building.
26578.jpg,1,A man wearing a suit and tie with long eye lashes.
4956.jpg,1,A man riding a snowboard down a snow covered slope.
8307.jpg,1 3,A yellow and green kite flying under a cloudy gray sky.
29898.jpg,17,A cat sniffing a tan vase with orange roses.
20753.jpg,1 2 3,many people riding bicycles on a city street
19149.jpg,16,A bird is looking for food in the desert.
20313.jpg,1,A vintage photo of people on skis posing for a picture.
26233.jpg,17,This cat finds a comfortable place to enjoy the view in this utilitarian apartment.
3696.jpg,1,a boy sitting on a couch while eating a chocolate frosted donut
7778.jpg,1,A man laying on top of a couch in a living room.
25515.jpg,17,A black and white cat sleeping on top of a tv with a fish on it.
628.jpg,1,a couple of people playing with a throwing disc in a park.
2451.jpg,1,Man and woman and dress clothes cutting through a white cake.
25362.jpg,9 1,A boat filled with lots of passengers and gear.
20208.jpg,1,a close up of a bit into piece of pizza
28447.jpg,1 3 6 15,A green and tan public bus drives down a street.
29940.jpg,1,A person on skis standing in the snow near a view of a nearby mountain.
20127.jpg,1,A line of book shelves with a stuffed animal sitting on the top of each.
2176.jpg,1,A child eating  a donut at a restaurant with an older man watching her.
23073.jpg,17,A kitten in a bathroom pulling toilet paper from a roll.
19702.jpg,1,A man sitting on a couch holding a laptop computer.
25577.jpg,1,A man standing over a table topped with plates of food.
23816.jpg,8,Three trucks parked in front of a building.
2787.jpg,1,A woman in sunglasses is on snow skis.
12297.jpg,19 1 3,An athlete is riding a horse on an obstacle field.
1196.jpg,1,A person riding skis across snow covered ground.
18060.jpg,1,A man with two Frisbee in a field.
20331.jpg,1 15,There is man walking next to a brick wall
7618.jpg,1,The is a sandwich with unrecognizable contents except for the bread.
4444.jpg,15,The bench on the side of the road is empty of people.
11128.jpg,1,Two guys sitting on couch watching the two girls play the Wii
15514.jpg,4,a couple of people are riding motorcycles on a road
5722.jpg,1 7,A train rides along the tracks on a bridge.
26511.jpg,8 1 3 4,A white car in the street it front of a cargo truck full of crates.
10695.jpg,1 3 6,"A person getting into a van, with his luggage behind him."
27640.jpg,1 19,an old photo of a man on a horse wearing a hat
18753.jpg,1 11,A beautiful woman holding a red umbrella on top of a wet road.
4967.jpg,1 15,A baseball player sliding into home plate during a game.
18601.jpg,9 1,A palm tree standing next to a body of water.
24532.jpg,16 1 3,A duck swims along a large body of water.
10410.jpg,1,A woman's legs are shown crossed on a bed.
19710.jpg,1,"The table has dirty dishes, silverware, and napkins on it."
4009.jpg,1,A bunch of towels and clothes laying in the sand
15515.jpg,6,A large green double decker bus sitting in a parking lot.
3583.jpg,1 3,A view of a two people preparing to ski.
29667.jpg,1 2 3,A bald headed man cutting a ribbon in front of people on bicycles.
18020.jpg,14,"The dusty, blank screen of a parking meter"
20003.jpg,9 1,A TV screen showing the scene of a massive city flood.
22601.jpg,1,A small child holding a baseball bat as a gift
18852.jpg,5,A jumbo jet flying rather low over the city of Paris.
12424.jpg,1,A young boy biting off a piece of a hanging doughnut.
8277.jpg,1,Closeup of a hand preparing miniature pizzas on plate.
22620.jpg,1,The person is wearing a hat and has a baseball bat
22357.jpg,9,A boat that has found it's way up a beach.
3667.jpg,1,A person sleeping with a pillow over their head and a book on their chest.
12474.jpg,1,A person stands on the beach holding a colorful umbrella.
21542.jpg,1,A man in jean shorts holds his multi-colored kite outside in the wind.
23978.jpg,1 3,a man riding a skate board with his hands in the air
23360.jpg,1,Four men cutting a sheet cake at the same time.
12782.jpg,1 18,Some people in a living room playing with a video game console.
10211.jpg,2,A chocolate birthday cake decorate with bicycles on foil
3423.jpg,1 19,Two men in historical clothing stand in a covered wagon attached to two donkeys while one man shoots a pistol and holds a rifle up.
10717.jpg,10,A traffic light in front high rises in Manhattan.
8199.jpg,1,An elephant in captivity kicking a soccer ball.
18793.jpg,1,Man feeding two giraffes in a pen at the zoo
19596.jpg,6,school busses are parked behind a fenced near water
27775.jpg,1,people sitting together while holding onto skiis
5366.jpg,1,A man wearing a black wetsuit surfing on a wave.
17313.jpg,17 18,a icebox that has a cat on top of it
22977.jpg,18,A dog is halfway under the cushion of a sofa.
2895.jpg,3 13,A black car driving in snow next to a stop sign.
24820.jpg,1,A person flying through the air on skis.
14122.jpg,1 15,"A woman sitting on one of five outdoor bear sculptures, holding a teddy bear."
1296.jpg,17,A laptop computer sitting on top of a  desk next to a plate of food.
3642.jpg,17,A cat is sleeping on the lid of a suitcase.
25770.jpg,1,A man eating a hog dog on a bun.
27488.jpg,3,A street that leads to a dead end next to trees.
29536.jpg,1,A person is on snow skis on a mountain top.
29251.jpg,1 15,Little girl in a pink baseball hat getting ready to swing at a pitch.
8548.jpg,2 6,A large green bus with a bike on the front.
21642.jpg,10,Large group of traffic lights on a green tree post.
5451.jpg,1,An elephant with a saddle on it walks through a village.
23544.jpg,1,A man riding a wave on top of a surfboard in the ocean.
10685.jpg,1,A man holding a two layer cake while wearing an apron.
15449.jpg,16 1 15,This bench is creating a shadow that looks like a cross.
7866.jpg,1 3,a man standing in front of a large display of oranges
19127.jpg,1,a young person in a field with a frisbee
12867.jpg,8 1,Workers in uniforms next to a truck and construction equipment
14607.jpg,19,A horse's eye and just the side of the face.
9797.jpg,1,Large assortment of fruit displayed on table at outdoor market.
11755.jpg,18 11,"A sign that reads No Dogs Teacup Poodles Ok""."""
13979.jpg,1,Two men sit on top of elephants in a river.
21342.jpg,1 2 3 6,this is a picture of a clock tower near a street
9738.jpg,1,A couple of elephants standing next to a dirt hillside.
14385.jpg,1,Several people on the field as they play frisbee.
6474.jpg,1 3 6 15,A large two story bus on a street.
24272.jpg,1 7,A train on the tracks passing under an overpass.
8811.jpg,1,A herd of sheep walking around a man next to a hillside.
492.jpg,18 3,A small dog standing next to a frisbee.
11691.jpg,1 3 7,A man bends down to talk to a child on the rainy sidewalk.
26851.jpg,1 15,a person sitting holding a skate board
1116.jpg,1 3 6 8 10 15,A lush green field in the middle of a city.
5637.jpg,1,man playing base ball with others looking on
5085.jpg,1 18,A dog eating food out of  a womans hand.
1757.jpg,1,FOUR PEOPLE SITTING ON THE FLOOR IN FRONT OF LARGE WINDOW
11486.jpg,1,Sunbathers enjoying the beach near the ocean with sun out
28080.jpg,1,A man poses with a stuffed animal mouse.
28555.jpg,1,A small child sleeping in a toddler bed with a pink bed set.
6353.jpg,1,A bird perched on top of a banana tree with lots of leaves.
22973.jpg,1,A man preparing chocolates with a small pair of tongs.
28595.jpg,1,A man and a woman with laptops while sitting on a couch.
29845.jpg,1,A young man riding a skateboard up the side of a ramp.
23941.jpg,17 3,The cat is sleeping underneath the car by the tire.
29972.jpg,1,A girl in a working kitchen is holding plastic wrap.
21625.jpg,1 15,"A woman using a fork, to eat a plate of food."
3644.jpg,11,Fire hydrant with caption above it on building
19167.jpg,1,A skateboarder jumping over the edge of a skate park bowl.
14350.jpg,1 2,A couple of men riding bikes on top of a sandy beach.
12001.jpg,1,A young boy holding a baseball bat on a field.
25756.jpg,1 2,A person on a cell phone on a street.
11185.jpg,1,A man skiing on a low mountain trail.
1696.jpg,5,A OLD PLANE IS PARKED ON TE GRASS NEAR THE FENCE
22069.jpg,1,The skier will jump from the wall and ski down the course.
2295.jpg,9,boat sitting at the dock during the sunset
14794.jpg,1,A bride and groom sitting at the head table behind an enormous cake.
14696.jpg,1,A person riding a snowboard down a snow covered slope.
5939.jpg,1,a line of kites that look like cows next to the road
24147.jpg,1,Three people are walking under umbrellas through a field.
28461.jpg,2 11,a fire hydrant on a city side walk
9968.jpg,1,A diverse group of people seated around small white tables.
11033.jpg,1,A group of friends sitting in a banquet hall sharing a meal together.
3313.jpg,1 5,Four people standing by windows looking out at a tarmac
21165.jpg,16,there is a statue with a vase and flowers and two birds on the side
14824.jpg,1,a skateboarder in a blue shirt is doing a trick
24734.jpg,18,A dog holding a brown frisbee on top of a green field.
25913.jpg,9 1 15,A man with a cowboy hat on walking.
9784.jpg,1,A man who has a tennis racquet near a yellow ball.
9915.jpg,1,A woman is typing on her laptop on the table
23989.jpg,3 14,Two parking meters are shown in the snow next to a curb
215.jpg,1,A skier jumping through the air and landing in the snow.
23091.jpg,1 9 15,A reflection of a tour cart with people in it by a beach.
1072.jpg,1,Green bananas and other vegetables at a produce market.
8682.jpg,1,The image of a tennis player is manipulated with a man's head.
28690.jpg,1,Three women stand in front of a rack with wooden barrels.
19867.jpg,16,A bird flies through the air with its wings spread.
7006.jpg,1,A little boy that is holding a doughnut.
21486.jpg,5,A airplane that is flying in the sky.
13379.jpg,1 15,The man sits on a bench reading with a cup of coffee.
22983.jpg,9,A green boat docked on a peer on a large lake.
20148.jpg,1 2,A group of men and women in a field.
8652.jpg,1,Woman and yellow tennis outfit swinging at a clay court.
22794.jpg,17,A cat curled up in a ceramic bowl on a kitchen table
26134.jpg,10 6,A double decker bus traveling down a highway.
13705.jpg,4,Motorized chair sits parked in front of steps to a store
15384.jpg,1 10 3,four people standing in a field smiling for a photo.
25.jpg,7,The passenger train has stopped at a station.
29115.jpg,1,A baseball player throws the ball during practice
10601.jpg,1,A surfer is in mid air over an ocean wave.
7659.jpg,18,The office has two leather couches near a large window.
13401.jpg,1,A man riding a wave on top of a surfboard.
5690.jpg,1,two people in a kitchen area with sinks and a stove
9744.jpg,1,A woman pushing a cart covered in luggage.
28803.jpg,7,The railroad tracks lead into the wooden doors of a building.
27875.jpg,1 3 4 15,Several nice motorcycles in front of a courtyard with flags.
23067.jpg,8 7,A train pulling a tanker car past a pipeline.
12721.jpg,1,There are very few people watching this baseball game.
9171.jpg,16 9 3,A boat parked next to a dock near a bird standing on top of a wooden post.
10847.jpg,1,men and women outside playing a game of frisbee.
11908.jpg,1,a black man skating on the road very high
630.jpg,1 3 5 8 10,A group of baseball players wearing yellow jerseys are having a game at a local field.
24968.jpg,1,A woman feeding a giraffe with her hand.
21607.jpg,1 3,A very large older building sitting below a mountain range.
27961.jpg,1,"A room with many couches, tables, and people."
8707.jpg,1,A black and white close up of a man in a suit and tie.
26321.jpg,1,Rows of slow cookers feed a group of people.
6614.jpg,1 6,people walking down the road holding umbreallas and wearing jackets
5243.jpg,1,A person riding a wave on a surf board.
1102.jpg,1,a person holding a chocolate donut with chocolate frosting and sprinkles on it
19660.jpg,18,Some animals that are hanging out in the dirt.
21729.jpg,1,A man standing in front of a TV holding a Wii controller.
2204.jpg,1,Skier going down deeply snowed mountain run alone.
29676.jpg,1 15,A man riding on the top of an elephant.
24770.jpg,1,a woman is sitting with a laptop on her
12903.jpg,5,a blue and white plane is on a runway
25219.jpg,16 3,A close-up photo of two birds looking at the reflection on the car mirror.
11477.jpg,1 7,A white train with a picture of actors on it.
11308.jpg,1 6,A red and yellow bus is coming down the street.
13767.jpg,1,A boy blowing out a candle as people look on
15064.jpg,3,A car sits on the side of the road outside of a building.
12512.jpg,8 3,A jack knifed semi truck parked in the middle of a highway.
25584.jpg,1 2 6,A man riding a bike past a blue train with upside down people on it.
29987.jpg,10 3 13 6,A school bus moving along a road during the day.
18591.jpg,1,A young boy skinning carrots into a sink
20936.jpg,3 14,A parking permit ticket dispenser on an urban street
20786.jpg,1,A group of snowboarders and skiers taking   a group photo.
23779.jpg,1,A man sitting on a couch holding a remote control.
20102.jpg,1 3,a male in a black jacket and a white and black street sign and cars
17356.jpg,1,A woman is swinging her tennis racket on the court.
20963.jpg,16,A black bird eating a piece of fruit on top of the snow.
22900.jpg,1,Two green umbrellas sit in the sand as the blue water of the ocean is in the distance.
14890.jpg,7,A train travels on the tracks with telephone poles on either side in a rural area.
719.jpg,1 19,Three grey horses are walking on a grassy field.
13839.jpg,1,Two people that are wearing snow skis that laying on the ground.
6155.jpg,1,A man rides a wave on his surfboard.
20093.jpg,1,A beautiful woman doing the splits on a sandy beach.
19187.jpg,1,Two middle aged men eating pizza outside in front of mountains.
18950.jpg,1 15,Several divers are sitting down while men in construction suits stand around and talk.
4025.jpg,1,A man pushing a refrigerator in a house under construction.
22582.jpg,1,A LIVING ROOM WITH TWO PEOPLE AND THREE CHILDREN PLAYING GAMES.
8224.jpg,1,A boy lying in a bath tub with an umbrella and some toys.
17908.jpg,1,A man surfs over the crest of a wave in the ocean.
20447.jpg,1,A girl laying in bed is reading a book.
15493.jpg,1,A tennis player prepares to receive a serve at a tennis match.
19176.jpg,1,A woman feeds birthday cake to a baby in a high chair.
16093.jpg,1,A woman in a pink skirt holding a game controller.
18606.jpg,1,Children wearing costumes picking at food on a table.
5818.jpg,1 15,Men playing soccer on a field at night.
11956.jpg,8 1 3,A long horn sheep standing in the middle of a road.
3866.jpg,1,A man in white shirt and shorts holding a tennis racket.
25536.jpg,1 18,A woman walking her dog talks on a cell phone.
2745.jpg,1 15,A bride and groom pose for pictures in a garden.
11867.jpg,1,A group of people eating dinner at a table.
10343.jpg,1,A picture of a man walking in the street.
26182.jpg,1,A close up of a tennis player with a scary mask on.
11950.jpg,16,A couch sitting in a living room between lamps.
27103.jpg,1,A young man sitting in a chair while using a laptop computer.
19611.jpg,1 15,"A lady is touching her lip, holding her purse, on the bench."
4214.jpg,1,A girl with a wii controller by a tv
20307.jpg,7,A cake that is on top of a table.
12096.jpg,18,A large dog on a beach in the water.
15193.jpg,1,A person in a green field flying a kite.
19643.jpg,1,A lone woman in a white background stands and brushes her reddish brown hair
1401.jpg,1,an image of a guy that is sitting in a chair with hat
25315.jpg,9 1 15,a bench sits on a sandy beach in front of some water
12828.jpg,1 18,A man is on a beach with two dogs.
24087.jpg,8 1,A dirty fire truck is by a rear view mirror.
21363.jpg,1 13,A woman that is holding an umbrella with a man.
3253.jpg,1,There is a room full of housing furniture in the area.
27893.jpg,1 3 13,An intersection of a city street with a group of people walking.
19045.jpg,1 10,A man with groceries waiting to cross the street
2158.jpg,1,a group of young people playing frisbee in a field
8578.jpg,1,A person standing on top of a beach near the ocean.
24472.jpg,16,A couple of giraffe standing next to a tree in a field.
17058.jpg,1,A tennis player raises his hands on a blue court
26188.jpg,1,A person holding two books and wearing a jean jacket.
7011.jpg,7,The plow is on the train while the train is parked on the tracks.
25734.jpg,1 19,The woman is holding her cup while posing for a photo with her horse.
10197.jpg,1 7,The train car is used as an office by railroad personnel.
3841.jpg,1,Black and white photograph of two people flying a kite.
18199.jpg,1,A woman with red lipstick on her lips standing next to a man with white hair.
19557.jpg,1,A person holding a knife on a cutting board.
20132.jpg,1,The batter has just hit the ball as the crowd watches
11849.jpg,1,A young guy is sitting on a sofa in a living room with a laptop beside him.
2100.jpg,1,A man riding a board on top of a foamy wave.
28184.jpg,8 1 3,A man that is standing with a slice of pizza.
23092.jpg,1 6,A city bus driving down a street next to a tall building.
1673.jpg,1,Three surfers can be seen trying to catch a wave.
10293.jpg,1,Four elephants standing next to each other with people sitting on them and one elephant with grass in its trunk.
4213.jpg,1 7,A train that is going through the night time.
7480.jpg,1,a man taking a picture of a man in a cosplay outfit
17932.jpg,1 4,A group of mopeds parked in front of shopping area.
14562.jpg,8,The old truck is parked outside in the snow.
25524.jpg,9,A fleet of boats beach sitting on a sandy shore.
11515.jpg,1 10 3 6,A huge crowd of people standing on a corner of a very busy intersection.
8547.jpg,1,A baseball player winds his arm back to unleash the ball.
21568.jpg,1,A person is looking at a large pizza in the box
17845.jpg,1 4,A man riding on the back of a dirt bike on top of a dirt field.
14823.jpg,1,A filtered image of two people stretching with plastic discs.
16923.jpg,1,a little girl standing under a colorful umbrella
19604.jpg,1 6,Blue commuter buses on roadway near building in urban city.
16363.jpg,1 3 6,A group of buses and cars on a busy street.
22853.jpg,1,A person wearing a panda mask hugging luggage.
23554.jpg,17,A white cat holding  a wooden baseball bat.
14609.jpg,19 1 3,A couple of horses pulling  a buggy down a road.
23814.jpg,1,A able filled with plates of food and drinks.
29310.jpg,1,A snow skier is standing in the middle of some snow.
18135.jpg,1,The woman is taking a picture of the person that is taking a picture of her.
20360.jpg,1,a group of elephants standing in the sand next to some rocks
24737.jpg,1,A woman using he phone with a baby on her lap
18156.jpg,4,The back end of some motor bikes on a street.
9388.jpg,1,a boy that is brushing some kind of animal
10070.jpg,15,A bench in the vegetation with trees over head.
10860.jpg,1 18,A dog drinking water from a plastic bottle.
18400.jpg,1,Two half eaten plates of food on a table.
2005.jpg,1,A person is doing something that is very interesting.
20277.jpg,9 1,A small white boat in the open water.
19621.jpg,1 18,A room filled with furniture and boxes and clutter.
20808.jpg,1,A doughnut on a string hangs before a boy.
15887.jpg,1,A young boy holding a giant frisbee on a beach.
15233.jpg,1,A snowboarder jumps over a hill during a run.
13411.jpg,9 1,A kid flying a kite over a body of water
24972.jpg,8 1,A deliver truck filled with piles of unripened bananas.
2257.jpg,1,A white refrigerator freezer sitting inside of a kitchen.
26140.jpg,8 11,A fire hydrant covered in plastic sitting next to a road.
20456.jpg,1,A girl is kicking a soccer ball on a grass field.
5574.jpg,17,a dog that is in side of some kind of cloth
9083.jpg,1 3 4,A cow that is standing up in the street.
29262.jpg,1,A child in striped pink shirt sitting in bathroom with toilet paper.
5355.jpg,5,a large air plane flying thru the sky
24802.jpg,16,Three birds sit and relax on telephone wires.
6093.jpg,1,A group of young men running across a field.
7935.jpg,8 1 3,Taxi cab with luggage on top about to leave
27017.jpg,1,A man in a full wetsuit surfing along a wave.
1519.jpg,1,a man standing next to a giant poster with a woman eating a piece of pizza
28973.jpg,1,A bunch of colorful rectangular boxes at a primary school.
1378.jpg,1,A woman gives a thumbs-up signal while taking a slice of pizza.
22056.jpg,1,Man wearing air mask sanding down a surfboard form.
18971.jpg,1,this is a man and woman playing a video game
15206.jpg,1,Man with surfboard sihouetted against a gentle shore.
21807.jpg,10,"Traffic lights, street sign and old row houses"
22005.jpg,6,A yellow transit bus sitting in a deserted field.
26687.jpg,1,A young man playing a game of soccer with another young man.
13200.jpg,8 1 3 6,A blue bus in multiple lanes on a city street.
28787.jpg,1,A man standing with skis and a ski pole.
5842.jpg,4,The motor bike is resting against the building.
7122.jpg,1,A skier wears goggles while speeding through deep snow.
16211.jpg,1,A group of people sitting around a dinner table.
12820.jpg,1,A behind the plate shot of a baseball game
5832.jpg,15,A pair of shoes is outdoors under a red and blue bench.
9821.jpg,2 4,Long row of bicycles indoors in building official.
21272.jpg,17,A Siamese cat kissing itself in front of a mirror.
12718.jpg,1 3 8 10 19,A horse drawn carriage riding past a city trash truck.
22288.jpg,1 6,A group of passengers standing next to a parked bus.
522.jpg,1 2 3 6 8 10,A red bus driving down a street next to a crowd of people.
24427.jpg,1,A woman is helping a man put on his tie.
19991.jpg,1,There is a male tennis player preparing to hit the ball
25504.jpg,9 1,A cow standing on a patio near the water.
15372.jpg,1,A man standing in front of a display of suitcases and backpacks.
234.jpg,1,People are standing in a field with kites flying above.
12180.jpg,17,The cat turned its head away from the bowl.
20180.jpg,1 3,A child running with a kite on the beach.
6318.jpg,1 3 6 8 10,there are many lights that are on in all of the buildings
23478.jpg,1,A group of people walking across a beach.
11992.jpg,8 10 3,A busy intersection with a firetruck passing by
27765.jpg,1,Pitcher is winding up arm to throw a pitch with opposing team watching
1948.jpg,10 7,A train traveling down tracks near power poles.
6361.jpg,1,A man and a child standing on top of a beach.
29102.jpg,1 15,A group of men sitting around a table together.
27722.jpg,1 6,A large double decker bus stopping at a bus stop.
11684.jpg,1,A person that is pitching in a baseball game.
22475.jpg,1 15,A man is flying a kite on a hill near a bench.
15927.jpg,1,A very big dining table with some people at it.
28619.jpg,1,Two surfers sit on the beach on their boards and watch the ocean waves.
2224.jpg,1 3,A woman and a man under umbrells on a rainy day on the street.
28551.jpg,1,A group of people in the mountains walking/skiing
25394.jpg,1 3,A man and two men standing near a car.
15246.jpg,1,Wall to wall video screens surround a young man as he stands playing games.
16209.jpg,3,blurry night shot of a street sign on the side of a road
5571.jpg,1 4,Two men on motorcycles riding down an ice way.
4523.jpg,4,A black motorcycle parked next to a lush green field.
5793.jpg,1,Four photographs of a woman sitting in front of a television at night
20616.jpg,1 3 4 6 8,People walking down the sidewalk in the rain.
5738.jpg,1,A woman standing next to a man in a field.
19008.jpg,1,A little kid carrying a blue and red piece of luggage.
4728.jpg,1 3,a little boy standing in front of his race car bed
7818.jpg,3,Large assortment of stuffed toys attached to a parked car.
8859.jpg,17,A black and white cat sitting on top of a bed.
29878.jpg,2 14,A bicycle locked up on a parking meter.
22335.jpg,1,Two giraffe standing next to each other in a zoo.
25464.jpg,1,A little boy sitting at a table with a plate of wrapped hot dogs.
15275.jpg,1 4,Two men on motorcycles and wearing helmets.
25896.jpg,1,A man standing on a lush green field with a soccer ball.
2437.jpg,1,an artistic shot of a man smiling with flowers and a pop in the forground.
22440.jpg,8 1 3,A tall building with metal roof and clock near a line of flying flags.
14087.jpg,1,two people standing near a table with a cake
25393.jpg,8 5,Some large planes are sitting together on a runway
22736.jpg,1,there is a young boy that has hit the baseball
11989.jpg,14,A parking meter sitting next to a patch of grass.
3167.jpg,1,A little girl watches a birth cake being cut.
18193.jpg,1 15,Two teams of girls soccer players playing soccer.
27011.jpg,1,There are a lot if people standing smiling together
23545.jpg,1,A woman in a messy kitchen with a child.
21470.jpg,1,A group of children sit at a table with plates.
13752.jpg,1,Black and white image of people doing exercises on surfboards.
24142.jpg,1 3,A man and woman posing all dressed up.
15920.jpg,18,a view of someones living room well lit
14027.jpg,1,A man riding a kiteboard in the air in a cloudy sky.
7016.jpg,8 3,some cars a truck a police car and some trees
13386.jpg,8 3 13,A stop sign in front of a building.
15998.jpg,16,The infamous Big Ben clock tower with a bird flying over it.
12641.jpg,1,A woman catching a Frisbee in a black and white photo.
26516.jpg,1 2 3 4 6,Church in city with people and double decker buses.
4945.jpg,1 9,A young woman in the water wears a life vest holds a water ski.
15649.jpg,17,An orange cat sticking its head in a yellow bowl
12237.jpg,1,A woman standing in the snow holding a snow board.
6046.jpg,1,An airport waiting lounge with people on cell phones
9227.jpg,10,The traffic lights and street lights mark  Webb Way
5585.jpg,1,a brown teddy bear in some kind of tunnel
23303.jpg,1,Two people are stepping on a skateboard with no wheels.
5590.jpg,17 1,A man is on a chair petting a cat.
23610.jpg,1,A couple of men on a field with tennis rackets.
1228.jpg,1,A group of skiers some in costume in the snow.
18691.jpg,1,a person with a luggage bag with a hand coming out of it
23230.jpg,1 3,A group of people on a field with a boy swinging at a ball.
13341.jpg,1 19,A professional photograph of a hat wearing young woman riding a black horse.
13333.jpg,1,Giraffe in enclosure looking over fence at onlookers.
14743.jpg,11,A rusted out fire hydrant in a forest with green plants and trees.
8244.jpg,1 2 3,A young chikd on the side of street with many bikers behind him
26413.jpg,1 2 10,A man and a woman walking down a street together.
16237.jpg,1 15,A statue sitting on top of a wooden bench.
6555.jpg,1,A pizza and a bottle on a table.
15373.jpg,1 7,The blue and grey passenger train is riding on the tracks.
12145.jpg,1,A girl in a chair with a large stuffed bear.
159.jpg,7,A large long train on a steel track.
25235.jpg,1 3 13 6,A small yellow bus driving down a street.
1589.jpg,19 1 3 6,a couple of cops ride on some horses
29763.jpg,1,A man in a batter's pose with a baseball bat.
24035.jpg,19,Two horses graze on a partially-melted snowy field.
15369.jpg,1 5,AN AIRPLANE IS FLYING HIGH IN THE SKY
29204.jpg,8 1,An Army transport truck sitting near a forest.
5565.jpg,1,A young man carrying a surfboard next to the ocean.
23071.jpg,1 3,A couple of men running across a sidewalk.
7190.jpg,1,A woman sitting at a table cutting up pizza.
26052.jpg,1 18,a group of people on skis line up for a photo
10576.jpg,19,A picture of three horses grazing in front of some buildings in pinned field.
15061.jpg,8 18,a car with a mirror view of a dog walking behind it
23864.jpg,1,A person on a skateboard on a open road.
13364.jpg,1,A young person shearing some letters in the side of his goat.
28892.jpg,1 15,a man looking suprised at a big pizza pie
1556.jpg,19,An ornate gold clock with a pair of angels on top.
2828.jpg,17,A cat looks intently at a MacBook Pro being unboxed
436.jpg,1,A man that is on a rail with a skateboard.
22173.jpg,11,A red and blue fire hydrant sitting on the side of a road.
15592.jpg,1,A person with a keyboard on their lap watching tv
29489.jpg,1 11,A woman holds up a checkered pink umbrella for the rain
17972.jpg,1,A man at a desk with his hand under his chin.
23782.jpg,1,A person with a hat sitting with a laptop.
2780.jpg,1,A group of men playing  game of baseball.
3701.jpg,1,A BOY IS PLAYING THE BASE BALL BALL
5686.jpg,1 4,THERE IS A MAN THAT IS SITTING ON A MOTOR BIKE
20349.jpg,19 15,A white horse standing next to a couple of other horses.
4727.jpg,1,A guy skateboarding at a neighborhood skate park.
